codice;produttore;nome;annata;tipologia;formato_cl;regione;nazione;zona_produzione;esclusiva;vendibile_milano;disponibilita;prezzo_listino;no_sconto;max_per_cliente;linea;stili;in_inventario
TERRA-DONATA-AZ-AGR-FRANCIACORTA-BDB-SA-75;TERRA DONATA AZ. AGR.;FRANCIACORTA BDB;SA;bollicine;75;Lombardia;Italia;Franciacorta;Esclusa Bologna e provincia;SI;disponibile;17,60;NO;;;;SI
TERRA-DONATA-AZ-AGR-FRANCIACORTA-BDB-MAGNUM-SA-150;TERRA DONATA AZ. AGR.;FRANCIACORTA BDB MAGNUM;SA;bollicine;150;Lombardia;Italia;Franciacorta;Esclusa Bologna e provincia;SI;disponibile;35,20;NO;;;;SI
TERRA-DONATA-AZ-AGR-FRANCIACORTA-BDN-SA-75;TERRA DONATA AZ. AGR.;FRANCIACORTA BDN;SA;bollicine;75;Lombardia;Italia;Franciacorta;Esclusa Bologna e provincia;SI;disponibile;18,30;NO;;;;SI
TERRA-DONATA-AZ-AGR-FRANCIACORTA-BDN-MAGNUM-SA-150;TERRA DONATA AZ. AGR.;FRANCIACORTA BDN MAGNUM;SA;bollicine;150;Lombardia;Italia;Franciacorta;Esclusa Bologna e provincia;SI;disponibile;36,60;NO;;;;SI
TERRA-DONATA-AZ-AGR-SEBINO-ROSSO-2019-75;TERRA DONATA AZ. AGR.;SEBINO ROSSO;2019;rosso;75;Lombardia;Italia;Franciacorta;Esclusa Bologna e provincia;SI;in_esaurimento;9,80;NO;;;;SI
TERRA-DONATA-AZ-AGR-SEBINO-ROSSO-2022-75;TERRA DONATA AZ. AGR.;SEBINO ROSSO;2022;rosso;75;Lombardia;Italia;Franciacorta;Esclusa Bologna e provincia;SI;in_arrivo;9,80;NO;;;;NO
LORENZO-PASINI-AGR-LA-TO-FIBONACCI-SA-75;LORENZO PASINI - AGR. LA TORRE;FIBONACCI;SA;bollicine;75;Lombardia;Italia;Calvagese della Riviera (BS);Esclusiva Lombardia (tranne Crema/Cremona/Brescia), Veneto, Trentino Alto Adige, Campania, Umbria, Puglia;SI;disponibile;15,50;NO;;;;SI
LORENZO-PASINI-AGR-LA-TO-REESLENG-2021-75;LORENZO PASINI - AGR. LA TORRE;REESLENG;2021;bianco;75;Lombardia;Italia;Calvagese della Riviera (BS);Esclusiva Lombardia (tranne Crema/Cremona/Brescia), Veneto, Trentino Alto Adige, Campania, Umbria, Puglia;SI;disponibile;14,20;NO;;;;SI
LORENZO-PASINI-AGR-LA-TO-SPIGULI-2022-75;LORENZO PASINI - AGR. LA TORRE;SPIGULÌ;2022;rosso;75;Lombardia;Italia;Calvagese della Riviera (BS);Esclusiva Lombardia (tranne Crema/Cremona/Brescia), Veneto, Trentino Alto Adige, Campania, Umbria, Puglia;SI;disponibile;11,50;NO;;;;SI
LORENZO-PASINI-AGR-LA-TO-HUNA-2023-75;LORENZO PASINI - AGR. LA TORRE;HUNA;2023;rosso;75;Lombardia;Italia;Calvagese della Riviera (BS);Esclusiva Lombardia (tranne Crema/Cremona/Brescia), Veneto, Trentino Alto Adige, Campania, Umbria, Puglia;SI;disponibile;15,70;NO;;;;SI
LORENZO-PASINI-AGR-LA-TO-IL-TORRIONE-NV-75;LORENZO PASINI - AGR. LA TORRE;IL TORRIONE;;rosso;75;Lombardia;Italia;Calvagese della Riviera (BS);Esclusiva Lombardia (tranne Crema/Cremona/Brescia), Veneto, Trentino Alto Adige, Campania, Umbria, Puglia;SI;disponibile;18,20;NO;;;;SI
LORENZO-PASINI-AGR-LA-TO-EL-CUNTI-2021-22-75;LORENZO PASINI - AGR. LA TORRE;EL CUNTÌ;2021-22;rosso;75;Lombardia;Italia;Calvagese della Riviera (BS);Esclusiva Lombardia (tranne Crema/Cremona/Brescia), Veneto, Trentino Alto Adige, Campania, Umbria, Puglia;SI;disponibile;18,20;NO;;;;SI
WEINGUT-DANIEL-SIGMUND-SILVANER-2024-75;WEINGUT DANIEL SIGMUND;SILVANER;2024;bianco;75;Trentino-Alto Adige;Italia;Alto Adige, Valle Isarco;Escluse Bolzano e provincia;SI;disponibile;19,40;NO;;;;SI
WEINGUT-DANIEL-SIGMUND-RIESLING-2024-75;WEINGUT DANIEL SIGMUND;RIESLING;2024;bianco;75;Trentino-Alto Adige;Italia;Alto Adige, Valle Isarco;Escluse Bolzano e provincia;SI;disponibile;22,10;NO;;;;SI
WEINGUT-DANIEL-SIGMUND-PINOT-NOIR-2024-75;WEINGUT DANIEL SIGMUND;PINOT NOIR;2024;rosso;75;Trentino-Alto Adige;Italia;Alto Adige, Valle Isarco;Escluse Bolzano e provincia;SI;disponibile;25,60;NO;;;;SI
WEINGUT-DANIEL-SIGMUND-PORTUGIESER-2022-75;WEINGUT DANIEL SIGMUND;PORTUGIESER;2022;rosso;75;Trentino-Alto Adige;Italia;Alto Adige, Valle Isarco;Escluse Bolzano e provincia;SI;in_esaurimento;29,90;NO;;;;SI
CASARETTI-AZIENDA-AGR-RIFERMENTATO-BIANCO-SA-75;CASARETTI AZIENDA AGR.;RIFERMENTATO BIANCO;SA;rifermentato;75;Veneto;Italia;Bardolino;Escluse Verona, Milano, Lecco, Como e province;NO;disponibile;7,90;NO;;;;NO
CASARETTI-AZIENDA-AGR-VERONA-BIANCO-IGT-BIANCOSALE-2024-75;CASARETTI AZIENDA AGR.;"VERONA BIANCO IGT ""BIANCOSALE""";2024;bianco;75;Veneto;Italia;Bardolino;Escluse Verona, Milano, Lecco, Como e province;NO;disponibile;7,90;NO;;;;NO
CASARETTI-AZIENDA-AGR-GARGANEGA-838-IGT-2025-75;CASARETTI AZIENDA AGR.;"GARGANEGA ""838"" IGT";2025;bianco;75;Veneto;Italia;Bardolino;Escluse Verona, Milano, Lecco, Como e province;NO;disponibile;7,50;NO;;;;NO
CASARETTI-AZIENDA-AGR-GARGANEGA-838-IGT-VECCHIE-VIGNE-2023-75;CASARETTI AZIENDA AGR.;"GARGANEGA ""838"" IGT VECCHIE VIGNE";2023;bianco;75;Veneto;Italia;Bardolino;Escluse Verona, Milano, Lecco, Como e province;NO;limitato;7,70;NO;;;;NO
CASARETTI-AZIENDA-AGR-BIANCO-DEL-BROL-VECCHIE-VIGNE-2024-75;CASARETTI AZIENDA AGR.;BIANCO DEL BROL VECCHIE VIGNE;2024;bianco;75;Veneto;Italia;Bardolino;Escluse Verona, Milano, Lecco, Como e province;NO;disponibile;10,70;NO;;;;NO
CASARETTI-AZIENDA-AGR-CHIARETTO-DI-BARDOLINO-2025-75;CASARETTI AZIENDA AGR.;CHIARETTO DI BARDOLINO;2025;rosato;75;Veneto;Italia;Bardolino;Escluse Verona, Milano, Lecco, Como e province;NO;disponibile;14,60;NO;;;;NO
CASARETTI-AZIENDA-AGR-VERONA-ROSATO-CORV-N-ROSES-V-V-2024-75;CASARETTI AZIENDA AGR.;"VERONA ROSATO ""CORV N ROSES"" V.V.";2024;rosato;75;Veneto;Italia;Bardolino;Escluse Verona, Milano, Lecco, Como e province;NO;disponibile;7,70;NO;;;;NO
CASARETTI-AZIENDA-AGR-BARDOLINO-CLASSICO-50-ANNIVERS-2025-75;CASARETTI AZIENDA AGR.;BARDOLINO CLASSICO 50° ANNIVERS.;2025;rosso;75;Veneto;Italia;Bardolino;Escluse Verona, Milano, Lecco, Como e province;NO;disponibile;14,60;NO;;;;NO
CASARETTI-AZIENDA-AGR-BARDOLINO-CLASSICO-NOGARA-2025-75;CASARETTI AZIENDA AGR.;"BARDOLINO CLASSICO ""NOGARA""";2025;rosso;75;Veneto;Italia;Bardolino;Escluse Verona, Milano, Lecco, Como e province;NO;disponibile;7,70;NO;;;;NO
CASARETTI-AZIENDA-AGR-BARDOLINO-CL-OLTE-LONGHE-2025-75;CASARETTI AZIENDA AGR.;"BARDOLINO CL. ""OLTE LONGHE""";2025;rosso;75;Veneto;Italia;Bardolino;Escluse Verona, Milano, Lecco, Como e province;NO;disponibile;10,50;NO;;;;NO
CASARETTI-AZIENDA-AGR-BARDOLINO-CLASSICO-LA-ROCCA-2024-75;CASARETTI AZIENDA AGR.;"BARDOLINO CLASSICO ""LA ROCCA""";2024;rosso;75;Veneto;Italia;Bardolino;Escluse Verona, Milano, Lecco, Como e province;NO;disponibile;10,50;NO;;;;NO
SAN-DIONIGI-AZIENDA-AGR-IGT-VENETO-SANGIOVESE-PARCELLA-341-2024-75;SAN DIONIGI AZIENDA AGR.;"IGT VENETO SANGIOVESE ""PARCELLA 341""";2024;rosso;75;Veneto;Italia;Valpolicella;Esclusiva Italia, esclusa Verona e provincia;SI;disponibile;14,80;NO;;;;SI
SAN-DIONIGI-AZIENDA-AGR-IGT-VERONA-CORVINA-KARDIA-2025-75;SAN DIONIGI AZIENDA AGR.;"IGT VERONA CORVINA ""KARDÍA""";2025;rosso;75;Veneto;Italia;Valpolicella;Esclusiva Italia, esclusa Verona e provincia;SI;disponibile;18,00;NO;;;;SI
SAN-DIONIGI-AZIENDA-AGR-IGT-VERONA-ROSATO-DIKA-2025-75;SAN DIONIGI AZIENDA AGR.;"IGT VERONA ROSATO ""DÍKA""";2025;rosato;75;Veneto;Italia;Valpolicella;Esclusiva Italia, esclusa Verona e provincia;SI;disponibile;18,00;NO;;;;SI
SAN-DIONIGI-AZIENDA-AGR-VALPOLICELLA-SUPERIORE-2024-75;SAN DIONIGI AZIENDA AGR.;VALPOLICELLA SUPERIORE;2024;rosso;75;Veneto;Italia;Valpolicella;Esclusiva Italia, esclusa Verona e provincia;SI;disponibile;27,40;NO;;;;SI
ROCCHE-VIBERTI-DOLCETTO-D-ALBA-VIGNA-MELERA-2024-75;ROCCHE VIBERTI;DOLCETTO D'ALBA VIGNA MELERA;2024;rosso;75;Piemonte;Italia;Langhe, Castiglione Falletto;Esclusiva per Emilia Romagna, Milano, Puglia, Umbria;SI;disponibile;11,00;NO;;;;SI
ROCCHE-VIBERTI-BARBERA-D-ALBA-SUP-VIGNA-LUNGA-2023-75;ROCCHE VIBERTI;BARBERA D'ALBA SUP. VIGNA LUNGA;2023;rosso;75;Piemonte;Italia;Langhe, Castiglione Falletto;Esclusiva per Emilia Romagna, Milano, Puglia, Umbria;SI;disponibile;16,00;NO;;;;SI
ROCCHE-VIBERTI-LANGHE-NEBBIOLO-2024-75;ROCCHE VIBERTI;LANGHE NEBBIOLO;2024;rosso;75;Piemonte;Italia;Langhe, Castiglione Falletto;Esclusiva per Emilia Romagna, Milano, Puglia, Umbria;SI;disponibile;17,80;NO;;;;SI
ROCCHE-VIBERTI-BAROLO-VECCHIE-VITI-DI-CASTIGLIONE-2021-75;ROCCHE VIBERTI;BAROLO VECCHIE VITI DI CASTIGLIONE;2021;rosso;75;Piemonte;Italia;Langhe, Castiglione Falletto;Esclusiva per Emilia Romagna, Milano, Puglia, Umbria;SI;disponibile;29,70;NO;;;;SI
ROCCHE-VIBERTI-BAROLO-ROCCHE-DI-CASTIGLIONE-2021-75;ROCCHE VIBERTI;BAROLO ROCCHE DI CASTIGLIONE;2021;rosso;75;Piemonte;Italia;Langhe, Castiglione Falletto;Esclusiva per Emilia Romagna, Milano, Puglia, Umbria;SI;disponibile;43,50;SI;;;;SI
ROCCHE-VIBERTI-BAROLO-BRICCO-BOSCHIS-2021-75;ROCCHE VIBERTI;BAROLO BRICCO BOSCHIS;2021;rosso;75;Piemonte;Italia;Langhe, Castiglione Falletto;Esclusiva per Emilia Romagna, Milano, Puglia, Umbria;SI;disponibile;49,50;SI;;;;SI
ROCCHE-VIBERTI-BAROLO-ROCCHE-DI-CASTIGLIONE-MG-2021-150;ROCCHE VIBERTI;BAROLO ROCCHE DI CASTIGLIONE MG;2021;rosso;150;Piemonte;Italia;Langhe, Castiglione Falletto;Esclusiva per Emilia Romagna, Milano, Puglia, Umbria;SI;disponibile;90,00;SI;;;;SI
ROCCHE-VIBERTI-BAROLO-BRICCO-BOSCHIS-MG-2021-150;ROCCHE VIBERTI;BAROLO BRICCO BOSCHIS MG;2021;rosso;150;Piemonte;Italia;Langhe, Castiglione Falletto;Esclusiva per Emilia Romagna, Milano, Puglia, Umbria;SI;disponibile;105,00;SI;;;;SI
BORGOGNO-RIVATA-ARNEIS-2024-75;BORGOGNO RIVATA;ARNEIS;2024;bianco;75;Piemonte;Italia;Langhe, La Morra;Escluse Valle d'Aosta, Piemonte, Abruzzo, Lazio, Campania;SI;disponibile;10,80;NO;;;;SI
BORGOGNO-RIVATA-VINO-ROSATO-NEBBIOLO-2025-75;BORGOGNO RIVATA;VINO ROSATO (NEBBIOLO);2025;rosato;75;Piemonte;Italia;Langhe, La Morra;Escluse Valle d'Aosta, Piemonte, Abruzzo, Lazio, Campania;SI;disponibile;12,50;NO;;;;SI
BORGOGNO-RIVATA-LUMAS-NV-75;BORGOGNO RIVATA;LUMAS;;rosso;75;Piemonte;Italia;Langhe, La Morra;Escluse Valle d'Aosta, Piemonte, Abruzzo, Lazio, Campania;SI;disponibile;9,50;NO;;;;SI
BORGOGNO-RIVATA-DOLCETTO-2024-75;BORGOGNO RIVATA;DOLCETTO;2024;rosso;75;Piemonte;Italia;Langhe, La Morra;Escluse Valle d'Aosta, Piemonte, Abruzzo, Lazio, Campania;SI;disponibile;10,80;NO;;;;SI
BORGOGNO-RIVATA-BARBERA-D-ALBA-SUPERIORE-2023-75;BORGOGNO RIVATA;BARBERA D'ALBA SUPERIORE;2023;rosso;75;Piemonte;Italia;Langhe, La Morra;Escluse Valle d'Aosta, Piemonte, Abruzzo, Lazio, Campania;SI;disponibile;12,60;NO;;;;SI
BORGOGNO-RIVATA-NEBBIOLO-2024-75;BORGOGNO RIVATA;NEBBIOLO;2024;rosso;75;Piemonte;Italia;Langhe, La Morra;Escluse Valle d'Aosta, Piemonte, Abruzzo, Lazio, Campania;SI;disponibile;13,50;NO;;;;SI
BORGOGNO-RIVATA-NEBBIOLO-MAGNUM-DEDICATO-A-2023-150;BORGOGNO RIVATA;"NEBBIOLO MAGNUM ""DEDICATO A..""";2023;rosso;150;Piemonte;Italia;Langhe, La Morra;Escluse Valle d'Aosta, Piemonte, Abruzzo, Lazio, Campania;SI;disponibile;31,00;NO;;;;SI
BORGOGNO-RIVATA-BAROLO-2022-75;BORGOGNO RIVATA;BAROLO;2022;rosso;75;Piemonte;Italia;Langhe, La Morra;Escluse Valle d'Aosta, Piemonte, Abruzzo, Lazio, Campania;SI;disponibile;30,50;NO;;;;SI
BORGOGNO-RIVATA-BAROLO-TRE-MADAME-2022-75;BORGOGNO RIVATA;"BAROLO ""TRE MADAME""";2022;rosso;75;Piemonte;Italia;Langhe, La Morra;Escluse Valle d'Aosta, Piemonte, Abruzzo, Lazio, Campania;SI;disponibile;35,00;NO;;;;SI
BORGOGNO-RIVATA-BAROLO-MAGNUM-2022-150;BORGOGNO RIVATA;BAROLO MAGNUM;2022;rosso;150;Piemonte;Italia;Langhe, La Morra;Escluse Valle d'Aosta, Piemonte, Abruzzo, Lazio, Campania;SI;disponibile;63,00;NO;;;;SI
BORGOGNO-RIVATA-SIDRO-SA-75;BORGOGNO RIVATA;SIDRO;SA;rifermentato;75;Piemonte;Italia;Langhe, La Morra;Escluse Valle d'Aosta, Piemonte, Abruzzo, Lazio, Campania;SI;disponibile;8,60;NO;;;;SI
LOTTI-SPARSI-CUVEE-001-NEBBIOLO-NV-75;LOTTI SPARSI;CUVÉE 001 (NEBBIOLO);;rosso;75;Piemonte;Italia;Langhe, La Morra;Esclusiva Italia, escluso Piemonte;SI;in_esaurimento;29,00;NO;;;;SI
LOTTI-SPARSI-CUVEE-001-MAGNUM-NEBBIOLO-NV-150;LOTTI SPARSI;CUVÉE 001 MAGNUM (NEBBIOLO);;rosso;150;Piemonte;Italia;Langhe, La Morra;Esclusiva Italia, escluso Piemonte;SI;su_prenotazione;63,50;NO;;;;SI
CANTINA-PINETI-ARNEIS-2024-75;CANTINA PINETI;ARNEIS;2024;bianco;75;Piemonte;Italia;Langhe-Roero, La Morra-Guarene;Esclusiva Italia, escluso Piemonte;SI;disponibile;7,65;NO;;;;SI
CANTINA-PINETI-BARBERA-D-ALBA-SUPERIORE-2023-75;CANTINA PINETI;BARBERA D'ALBA SUPERIORE;2023;rosso;75;Piemonte;Italia;Langhe-Roero, La Morra-Guarene;Esclusiva Italia, escluso Piemonte;SI;disponibile;7,65;NO;;;;SI
CANTINA-PINETI-NEBBIOLO-2023-75;CANTINA PINETI;NEBBIOLO;2023;rosso;75;Piemonte;Italia;Langhe-Roero, La Morra-Guarene;Esclusiva Italia, escluso Piemonte;SI;disponibile;9,10;NO;;;;SI
RENATO-FENOCCHIO-VINO-ROSSO-RUCHE-2022-75;RENATO FENOCCHIO;VINO ROSSO (RUCHÉ);2022;rosso;75;Piemonte;Italia;Barbaresco, Neive;Esclusiva Emilia Romagna e Lombardia;SI;disponibile;10,50;NO;;;;SI
RENATO-FENOCCHIO-BARBERA-D-ALBA-DOC-2024-75;RENATO FENOCCHIO;BARBERA D'ALBA DOC;2024;rosso;75;Piemonte;Italia;Barbaresco, Neive;Esclusiva Emilia Romagna e Lombardia;SI;disponibile;10,50;NO;;;;SI
RENATO-FENOCCHIO-LANGHE-NEBBIOLO-DOC-2024-75;RENATO FENOCCHIO;LANGHE NEBBIOLO DOC;2024;rosso;75;Piemonte;Italia;Barbaresco, Neive;Esclusiva Emilia Romagna e Lombardia;SI;disponibile;15,70;NO;;;;SI
RENATO-FENOCCHIO-BARBARESCO-DOCG-ROMBONE-2021-75;RENATO FENOCCHIO;"BARBARESCO DOCG ""ROMBONE""";2021;rosso;75;Piemonte;Italia;Barbaresco, Neive;Esclusiva Emilia Romagna e Lombardia;SI;disponibile;27,20;NO;;;;SI
RENATO-FENOCCHIO-BARBARESCO-DOCG-ROMBONE-MG-2021-150;RENATO FENOCCHIO;"BARBARESCO DOCG ""ROMBONE"" MG.";2021;rosso;150;Piemonte;Italia;Barbaresco, Neive;Esclusiva Emilia Romagna e Lombardia;SI;disponibile;55,00;NO;;;;SI
RENATO-FENOCCHIO-BARBARESCO-DOCG-STARDERI-2021-75;RENATO FENOCCHIO;"BARBARESCO DOCG ""STARDERI""";2021;rosso;75;Piemonte;Italia;Barbaresco, Neive;Esclusiva Emilia Romagna e Lombardia;SI;disponibile;31,50;NO;;;;SI
RENATO-FENOCCHIO-BARBARESCO-DOCG-STARDERI-MG-2021-150;RENATO FENOCCHIO;"BARBARESCO DOCG ""STARDERI"" MG.";2021;rosso;150;Piemonte;Italia;Barbaresco, Neive;Esclusiva Emilia Romagna e Lombardia;SI;disponibile;63,00;NO;;;;SI
RENATO-FENOCCHIO-BARBARESCO-DOCG-BASARIN-RISERVA-2019-75;RENATO FENOCCHIO;"BARBARESCO DOCG ""BASARIN"" RISERVA";2019;rosso;75;Piemonte;Italia;Barbaresco, Neive;Esclusiva Emilia Romagna e Lombardia;SI;disponibile;47,50;NO;;;;SI
BOSCO-SAMUELE-ROERO-ARNEIS-2025-75;BOSCO SAMUELE;ROERO ARNEIS;2025;bianco;75;Piemonte;Italia;Roero, Priocca;Esclusiva Lombardia, Emilia Romagna, Veneto, Puglia, Campania;SI;disponibile;10,50;NO;;;;SI
BOSCO-SAMUELE-BARBERA-D-ALBA-2021-75;BOSCO SAMUELE;BARBERA D'ALBA;2021;rosso;75;Piemonte;Italia;Roero, Priocca;Esclusiva Lombardia, Emilia Romagna, Veneto, Puglia, Campania;SI;disponibile;12,90;NO;;;;SI
BOSCO-SAMUELE-BARBERA-D-ALBA-2018-75;BOSCO SAMUELE;BARBERA D'ALBA;2018;rosso;75;Piemonte;Italia;Roero, Priocca;Esclusiva Lombardia, Emilia Romagna, Veneto, Puglia, Campania;SI;in_esaurimento;12,90;NO;;;;SI
BOSCO-SAMUELE-LANGHE-NEBBIOLO-2023-75;BOSCO SAMUELE;LANGHE NEBBIOLO;2023;rosso;75;Piemonte;Italia;Roero, Priocca;Esclusiva Lombardia, Emilia Romagna, Veneto, Puglia, Campania;SI;disponibile;12,50;NO;;;;SI
BOSCO-SAMUELE-ROERO-2022-75;BOSCO SAMUELE;ROERO;2022;rosso;75;Piemonte;Italia;Roero, Priocca;Esclusiva Lombardia, Emilia Romagna, Veneto, Puglia, Campania;SI;disponibile;17,90;NO;;;;SI
PRUNETO-AZ-AGRICOLA-IN-CALCE-2025-75;PRUNETO AZ. AGRICOLA;IN CALCE;2025;rosso;75;Toscana;Italia;Radda in Chianti;Escluse Milano, Bologna e province;NO;disponibile;9,00;NO;;;;NO
PRUNETO-AZ-AGRICOLA-CHIANTI-CLASSICO-2022-75;PRUNETO AZ. AGRICOLA;CHIANTI CLASSICO;2022;rosso;75;Toscana;Italia;Radda in Chianti;Escluse Milano, Bologna e province;NO;disponibile;10,70;NO;;;;NO
PRUNETO-AZ-AGRICOLA-CHIANTI-CLASSICO-MAGNUM-2022-150;PRUNETO AZ. AGRICOLA;CHIANTI CLASSICO MAGNUM;2022;rosso;150;Toscana;Italia;Radda in Chianti;Escluse Milano, Bologna e province;NO;disponibile;29,00;NO;;;;NO
PRUNETO-AZ-AGRICOLA-CHIANTI-CLASSICO-RISERVA-2021-75;PRUNETO AZ. AGRICOLA;CHIANTI CLASSICO RISERVA;2021;rosso;75;Toscana;Italia;Radda in Chianti;Escluse Milano, Bologna e province;NO;disponibile;19,50;NO;;;;NO
IL-QUERCIOLO-AZ-BIOLOGIC-CORTEROSA-NV-75;IL QUERCIOLO AZ. BIOLOGICA;CORTEROSA;;rosato;75;Toscana;Italia;Val di Chiana;Esclusiva per Brescia e provincia;NO;in_arrivo;;NO;;;biologico;NO
IL-QUERCIOLO-AZ-BIOLOGIC-OCCHIO-DI-CIVETTA-2023-75;IL QUERCIOLO AZ. BIOLOGICA;OCCHIO DI CIVETTA;2023;rosso;75;Toscana;Italia;Val di Chiana;Esclusiva per Brescia e provincia;NO;disponibile;13,20;NO;;;biologico;NO
IL-QUERCIOLO-AZ-BIOLOGIC-GRUCCIONE-2022-75;IL QUERCIOLO AZ. BIOLOGICA;GRUCCIONE;2022;rosso;75;Toscana;Italia;Val di Chiana;Esclusiva per Brescia e provincia;NO;disponibile;19,20;NO;;;biologico;NO
CHAMPAGNE-DEKEYNE-FILS-L-INSTANT-ROSE-SA-75;CHAMPAGNE DEKEYNE & FILS;L'INSTANT ROSÉ;SA;champagne;75;Champagne;Francia;Côte de Sézanne;Esclusiva Italia;SI;disponibile;32,50;NO;;;;SI
CHAMPAGNE-DEKEYNE-FILS-NATURE-2016-75;CHAMPAGNE DEKEYNE & FILS;NATURE;2016;champagne;75;Champagne;Francia;Côte de Sézanne;Esclusiva Italia;SI;disponibile;38,90;NO;;;;SI
CHAMPAGNE-DEKEYNE-FILS-CHARDONNAY-VIELLES-VIGNES-2016-75;CHAMPAGNE DEKEYNE & FILS;CHARDONNAY VIELLES VIGNES;2016;champagne;75;Champagne;Francia;Côte de Sézanne;Esclusiva Italia;SI;disponibile;39,90;NO;;;;SI
CHAMPAGNE-DEKEYNE-FILS-MILLESIME-2015-VIELLES-VIGNES-2015-75;CHAMPAGNE DEKEYNE & FILS;MILLÉSIME 2015 VIELLES VIGNES;2015;champagne;75;Champagne;Francia;Côte de Sézanne;Esclusiva Italia;SI;disponibile;47,90;NO;;;;SI
CHAMPAGNE-ROY-RAULIN-BLANC-DE-BLANCS-NV-75;CHAMPAGNE ROY RAULIN;BLANC DE BLANCS;;champagne;75;Champagne;Francia;Montagne de Reims;Esclusiva Italia;SI;in_arrivo;;NO;;;;NO
CHAMPAGNE-ROY-RAULIN-1ER-CRU-NV-75;CHAMPAGNE ROY RAULIN;1ER CRU;;champagne;75;Champagne;Francia;Montagne de Reims;Esclusiva Italia;SI;in_arrivo;;NO;;;;NO
CHAMPAGNE-ROY-RAULIN-VIELLES-VIGNES-NV-75;CHAMPAGNE ROY RAULIN;VIELLES VIGNES;;champagne;75;Champagne;Francia;Montagne de Reims;Esclusiva Italia;SI;in_arrivo;;NO;;;;NO
CHAMPAGNE-ROY-RAULIN-BLANC-DE-NOIRS-GRAND-CRU-NV-75;CHAMPAGNE ROY RAULIN;BLANC DE NOIRS GRAND CRU;;champagne;75;Champagne;Francia;Montagne de Reims;Esclusiva Italia;SI;in_arrivo;;NO;;;;NO
TERRE-DES-PASSAGES-COTES-DU-JURA-CHARDONNAY-2024-75;TERRE DES PASSAGES;CÔTES DU JURA CHARDONNAY;2024;bianco;75;Jura;Francia;Jura;Esclusiva Italia;SI;in_esaurimento;29,90;SI;;;;SI
CHAMPAGNE-NAKADA-PARK-HARMONIE-EN-SEINE-BRUT-NATURE-2020-21-75;CHAMPAGNE NAKADA PARK;"""HARMONIE"" EN SEINE BRUT NATURE";2020-21;champagne;75;Champagne;Francia;Côte des Bar;Esclusiva Italia;SI;assegnazione;68,00;NO;;;;SI
MAISON-LOU-DUMONT-DOMAIN-CREMANT-BLANC-DE-BLANCS-SA-75;MAISON LOU DUMONT - DOMAINE KOJI ET JAE HWA;CREMANT BLANC DE BLANCS;SA;bollicine;75;Borgogna;Francia;Borgogna;Esclusiva Italia;SI;disponibile;17,60;NO;;Maison (etichette arancioni);;SI
MAISON-LOU-DUMONT-DOMAIN-CREMANT-ROSE-DE-NOIRS-SA-75;MAISON LOU DUMONT - DOMAINE KOJI ET JAE HWA;CREMANT ROSÉ DE NOIRS;SA;bollicine;75;Borgogna;Francia;Borgogna;Esclusiva Italia;SI;disponibile;17,60;NO;;Maison (etichette arancioni);;SI
MAISON-LOU-DUMONT-DOMAIN-BEAUJOLAIS-NOUVEAU-2022-75;MAISON LOU DUMONT - DOMAINE KOJI ET JAE HWA;BEAUJOLAIS NOUVEAU;2022;rosso;75;Borgogna;Francia;Borgogna;Esclusiva Italia;SI;in_esaurimento;12,20;NO;;Maison (etichette arancioni);;SI
MAISON-LOU-DUMONT-DOMAIN-BOURGOGNE-BLANC-2023-75;MAISON LOU DUMONT - DOMAINE KOJI ET JAE HWA;BOURGOGNE BLANC;2023;bianco;75;Borgogna;Francia;Borgogna;Esclusiva Italia;SI;assegnazione;29,00;NO;;Maison (etichette arancioni);;SI
MAISON-LOU-DUMONT-DOMAIN-BOURGOGNE-BLANC-EN-JARRE-2023-75;MAISON LOU DUMONT - DOMAINE KOJI ET JAE HWA;BOURGOGNE BLANC EN JARRE;2023;bianco;75;Borgogna;Francia;Borgogna;Esclusiva Italia;SI;assegnazione;29,00;NO;;Maison (etichette arancioni);;SI
MAISON-LOU-DUMONT-DOMAIN-MARSANNAY-BLANC-2023-75;MAISON LOU DUMONT - DOMAINE KOJI ET JAE HWA;MARSANNAY BLANC;2023;bianco;75;Borgogna;Francia;Borgogna;Esclusiva Italia;SI;assegnazione;45,00;NO;;Maison (etichette arancioni);;SI
MAISON-LOU-DUMONT-DOMAIN-SAINT-AUBIN-BLANC-2023-75;MAISON LOU DUMONT - DOMAINE KOJI ET JAE HWA;SAINT-AUBIN BLANC;2023;bianco;75;Borgogna;Francia;Borgogna;Esclusiva Italia;SI;assegnazione;47,00;NO;;Maison (etichette arancioni);;SI
MAISON-LOU-DUMONT-DOMAIN-PERNAND-VERGELESSES-BLANC-2023-75;MAISON LOU DUMONT - DOMAINE KOJI ET JAE HWA;PERNAND-VERGELESSES BLANC;2023;bianco;75;Borgogna;Francia;Borgogna;Esclusiva Italia;SI;assegnazione;47,00;NO;;Maison (etichette arancioni);;SI
MAISON-LOU-DUMONT-DOMAIN-MERSAULT-2023-75;MAISON LOU DUMONT - DOMAINE KOJI ET JAE HWA;MERSAULT;2023;bianco;75;Borgogna;Francia;Borgogna;Esclusiva Italia;SI;assegnazione;90,00;NO;;Maison (etichette arancioni);;SI
